Customer_ID,Age,Gender,Membership,Total_Orders,Average_Order_Value,Total_Spend,Days_Since_Last_Purchase,Average_Orders_Per_Month,Wishlist_Items,Cart_Abandonment_Rate,Coupons_Used,Return_Rate,App_Sessions_Per_Month,Average_Session_Duration,Customer_Support_Tickets,Product_Categories_Purchased,Payment_Method,Preferred_Shopping_Time,Churn,Predicted_Churn,Churn_Probability,Customer_Segment,Recommendation,AI_Insights
CUST_04094,62,Female,Platinum,19,3464.18,65584.18,1,2.65,10,47.3,13,4.4,15,13.9,1,6,Credit Card,Evening,0,No,0.0011,1,"Recommend premium products and bonus loyalty rewards. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_04095,25,Male,Basic,9,832.72,8285.11,6,0.81,5,56.7,4,8.6,7,12.1,2,3,UPI,Evening,0,No,0.0941,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04096,68,Female,Gold,29,1604.42,42843.37,1,1.61,6,35.7,13,28.2,9,9.9,1,6,UPI,Night,0,No,0.0215,2,Recommend premium products and bonus loyalty rewards. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04097,31,Male,Platinum,37,2418.6,90298.74,18,1.53,5,53.9,9,18.9,10,10.4,1,1,Credit Card,Morning,0,No,0.0013,2,Reward loyalty with exclusive member benefits and early access to new arrivals. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04098,30,Male,Gold,9,2762.9,26285.01,4,1.01,6,54.3,2,10.5,9,5.6,1,3,Credit Card,Afternoon,0,No,0.0169,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04099,54,Male,Silver,12,484.07,5111.95,6,0.76,6,36.0,4,2.8,1,5.5,2,2,UPI,Evening,0,No,0.0285,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04100,41,Female,Gold,8,1709.2,13854.66,46,1.16,5,39.3,2,8.1,9,17.0,2,4,Cash,Afternoon,0,No,0.0394,2,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04101,38,Female,Basic,1,716.16,765.82,117,0.12,3,63.9,1,17.5,0,5.6,1,1,Debit_Card,Evening,0,Yes,0.7574,0,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04102,26,Male,Gold,3,1878.73,5099.9,22,0.82,6,63.1,0,11.4,10,9.6,0,3,UPI,Afternoon,0,No,0.0827,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04103,36,Female,Silver,21,917.54,21436.84,33,0.96,5,57.4,12,24.8,7,15.0,1,4,UPI,Morning,0,No,0.1326,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04104,57,Male,Silver,3,514.76,1710.25,51,0.61,3,62.1,0,31.1,9,12.6,1,1,UPI,Afternoon,0,No,0.245,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04105,36,Female,Silver,24,815.07,21543.25,38,0.69,4,71.4,10,12.1,1,6.4,2,6,UPI,Afternoon,0,Yes,0.6572,3,Send personalized email campaigns featuring relevant products and time-limited offers. Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04106,56,Female,Platinum,38,3823.55,142859.59,5,2.0,5,56.6,11,12.8,7,12.2,0,7,Debit_Card,Morning,0,No,0.0006,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Highlight popular products and limited-time deals. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_04107,46,Female,Basic,1,510.75,511.95,365,0.05,3,59.0,0,29.3,3,1.7,2,1,UPI,Night,1,Yes,0.998,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04108,39,Female,Basic,8,100.0,794.71,29,0.68,4,67.9,1,24.7,8,7.0,0,1,Cash,Morning,0,No,0.0963,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04109,21,Female,Basic,1,741.65,701.94,300,0.12,3,50.4,1,24.8,0,7.3,1,3,UPI,Evening,1,Yes,0.9977,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04110,34,Male,Platinum,9,2398.88,21125.1,16,2.77,2,43.5,5,4.0,23,11.1,0,3,UPI,Afternoon,0,No,0.0002,2,Encourage higher spending through product bundles and seasonal offers. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04111,38,Male,Silver,15,1043.4,16539.59,27,0.5,2,66.5,2,17.8,8,9.4,1,3,Credit Card,Morning,0,No,0.1292,3,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04112,29,Male,Silver,5,808.96,4077.33,47,1.38,4,44.9,0,12.1,14,11.7,0,1,UPI,Morning,0,No,0.0103,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04113,38,Female,Basic,1,583.64,607.08,6,0.58,2,67.2,1,2.1,9,9.6,1,1,Debit_Card,Night,0,No,0.0409,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04114,41,Female,Gold,77,1173.19,91118.49,39,2.35,7,35.2,29,16.5,20,13.9,0,10,Credit Card,Afternoon,0,No,0.0001,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_04115,38,Male,Silver,1,908.48,990.41,57,0.66,6,71.5,1,72.4,6,14.1,7,3,Credit Card,Afternoon,1,Yes,0.9799,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04116,37,Male,Silver,14,1747.6,27139.14,194,0.84,3,63.1,3,23.8,3,10.0,1,4,UPI,Evening,1,Yes,0.6248,0,Send personalized email campaigns featuring relevant products and time-limited offers. Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04117,22,Male,Gold,31,1233.04,42009.76,36,1.83,6,65.1,10,9.0,7,14.1,0,7,Credit Card,Evening,0,No,0.0065,2,Recommend premium products and bonus loyalty rewards. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04118,65,Male,Platinum,14,2499.26,38209.69,14,1.63,5,32.8,4,1.1,8,13.3,1,5,UPI,Morning,0,No,0.0058,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04119,39,Female,Basic,3,244.68,673.46,36,0.54,5,59.9,2,3.4,0,11.3,1,1,Credit Card,Evening,0,No,0.1677,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04120,42,Male,Silver,11,1345.9,15837.9,146,0.35,4,36.8,2,4.3,6,8.1,0,2,Debit_Card,Night,1,No,0.2553,3,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04121,50,Female,Silver,12,481.32,6228.41,30,0.46,3,80.4,6,7.3,11,11.7,1,4,Cash,Evening,1,No,0.0945,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04122,43,Female,Basic,10,528.64,5474.1,43,0.44,5,60.5,2,44.4,9,2.7,0,2,Credit Card,Evening,0,No,0.2103,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04123,38,Female,Basic,7,385.3,3017.96,133,0.16,1,39.5,3,12.7,3,10.3,0,2,Debit_Card,Night,1,Yes,0.6505,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04124,43,Male,Silver,10,1047.97,9594.64,65,0.73,6,50.4,2,3.6,0,8.8,0,2,Credit Card,Afternoon,0,No,0.1099,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04125,24,Female,Silver,10,406.74,3584.99,11,1.68,7,39.6,3,5.4,9,7.5,0,1,Debit_Card,Morning,0,No,0.0032,3,Promote value-for-money products and introductory discounts. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04126,58,Female,Silver,18,536.11,9316.75,128,0.97,4,68.1,9,16.6,11,9.3,1,3,Cash,Evening,0,No,0.3357,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04127,37,Male,Silver,15,512.83,7480.93,9,0.68,6,42.0,2,25.0,6,5.2,2,4,UPI,Afternoon,0,No,0.0473,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04128,27,Female,Platinum,12,3495.55,45284.46,6,1.21,7,64.5,3,43.5,10,10.4,0,5,UPI,Afternoon,0,No,0.133,2,Encourage higher spending through product bundles and seasonal offers. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04129,38,Other,Basic,10,947.16,9558.85,32,0.8,2,50.8,1,9.6,7,15.5,1,3,Cash,Evening,0,No,0.1524,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04130,41,Male,Silver,27,799.05,23904.29,7,1.02,5,80.8,10,11.5,14,7.3,1,7,Cash,Night,0,No,0.0154,2,Encourage higher spending through product bundles and seasonal offers. Recommend complementary products based on browsing and purchase history. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04131,45,Male,Silver,3,1057.38,3322.2,312,0.6,0,64.4,0,32.2,0,11.4,0,1,UPI,Evening,1,Yes,0.9868,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04132,52,Male,Silver,7,1219.52,8894.98,3,1.09,5,41.1,1,8.8,10,1.8,1,2,UPI,Afternoon,0,No,0.0064,3,Promote value-for-money products and introductory discounts. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04133,32,Male,Basic,2,371.92,769.28,6,0.62,5,38.0,2,13.2,5,1.0,0,4,Debit_Card,Afternoon,0,No,0.0231,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04134,27,Male,Gold,22,1701.2,36344.58,9,1.78,6,57.7,4,32.2,8,16.6,1,4,UPI,Night,0,No,0.0066,2,Recommend premium products and bonus loyalty rewards. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04135,37,Male,Basic,10,555.48,6077.85,22,0.84,2,58.6,3,4.3,11,10.3,1,2,Debit_Card,Evening,0,No,0.0218,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04136,23,Female,Basic,4,420.35,1602.57,53,0.82,3,76.2,2,35.5,11,5.0,1,4,Debit_Card,Evening,0,No,0.1823,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_04137,38,Female,Silver,17,922.08,14689.77,60,1.28,5,60.4,7,9.9,8,10.7,2,1,UPI,Evening,0,No,0.0455,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04138,56,Female,Silver,5,614.12,2835.88,209,0.96,0,56.0,1,43.4,9,10.6,3,2,Credit Card,Afternoon,1,Yes,0.9184,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04139,50,Female,Gold,31,1160.7,38697.61,10,1.66,11,49.8,14,85.9,14,5.6,3,9,UPI,Night,0,No,0.0568,1,"Recommend premium products and bonus loyalty rewards. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_04140,28,Female,Basic,15,666.06,9319.95,24,0.97,5,56.3,7,37.2,7,5.6,4,4,Credit Card,Morning,0,No,0.1636,0,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_04141,44,Female,Basic,1,527.97,474.1,15,0.96,6,61.4,1,17.3,6,2.9,4,2,Debit_Card,Morning,0,No,0.1355,0,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_04142,32,Female,Silver,1,1806.74,1719.64,300,0.11,1,53.3,0,12.7,0,6.4,1,5,Cash,Evening,1,Yes,0.9967,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04143,44,Female,Silver,9,887.54,7648.13,229,0.55,4,47.9,0,2.8,0,13.7,1,1,UPI,Evening,1,Yes,0.8496,3,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04144,30,Female,Basic,16,885.36,14630.58,77,0.82,4,57.9,4,61.0,7,15.2,1,7,Cash,Morning,1,Yes,0.7883,2,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Increase repeat purchases through personalized product recommendations and bundle offers. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04145,40,Female,Gold,13,1683.66,21089.27,41,1.66,7,53.3,5,14.0,12,13.7,0,2,Cash,Afternoon,0,No,0.0129,2,Encourage higher spending through product bundles and seasonal offers. Remind the customer about wishlist items and recently viewed products. Recommend complementary products based on browsing and purchase history. Offer personalized product bundles and checkout incentives. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04146,41,Female,Silver,3,1808.61,5527.72,337,0.85,6,57.7,0,1.8,16,7.6,0,1,Debit_Card,Night,1,Yes,0.7921,3,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04147,34,Female,Basic,11,656.22,7196.65,97,1.09,3,59.3,6,16.4,7,11.5,1,1,Debit_Card,Evening,0,No,0.1549,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04148,27,Female,Basic,4,917.36,3723.98,104,0.75,1,57.9,1,16.7,3,15.3,2,1,UPI,Afternoon,1,Yes,0.6238,0,Send personalized email campaigns featuring relevant products and time-limited offers. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04149,54,Male,Platinum,25,3718.85,93538.33,181,1.84,3,51.6,5,20.7,21,13.9,0,8,Debit_Card,Evening,0,No,0.0011,1,"Reward loyalty with exclusive member benefits and early access to new arrivals. Launch a win-back campaign with personalized offers and product recommendations. Recommend complementary products based on browsing and purchase history. Provide exclusive member-only offers, early access to new collections, and premium loyalty rewards.",AI-generated business insights are currently unavailable.
CUST_04150,33,Male,Basic,2,357.77,633.17,28,0.61,2,62.4,1,24.9,2,5.4,1,2,UPI,Night,1,No,0.218,0,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_04151,28,Female,Basic,23,1111.49,27684.62,167,0.79,6,66.7,14,10.1,0,13.4,0,8,UPI,Morning,1,No,0.4096,3,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04152,27,Male,Silver,15,641.28,10569.01,318,0.6,2,72.2,4,34.9,5,16.9,0,2,UPI,Evening,1,Yes,0.9934,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04153,28,Female,Silver,12,1587.39,20925.91,90,0.83,2,47.9,2,15.8,3,2.6,1,4,UPI,Afternoon,1,No,0.1284,3,Encourage higher spending through product bundles and seasonal offers. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04154,35,Male,Silver,2,1717.89,3747.36,134,1.12,5,86.8,2,11.2,10,3.5,3,2,Credit Card,Afternoon,0,No,0.3809,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_04155,35,Male,Silver,3,787.48,2228.04,105,0.61,1,80.4,3,20.7,13,7.7,1,4,UPI,Afternoon,1,No,0.3762,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04156,35,Female,Basic,18,763.96,13828.3,47,0.73,1,62.5,6,13.2,10,10.5,4,5,Credit Card,Night,0,No,0.3055,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04157,56,Female,Gold,25,1489.77,37010.07,16,1.7,1,49.1,10,7.6,12,8.3,2,6,UPI,Morning,0,No,0.0164,2,Recommend premium products and bonus loyalty rewards. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers.,AI-generated business insights are currently unavailable.
CUST_04158,42,Female,Silver,13,1082.51,14740.07,36,0.82,4,34.1,7,1.0,4,4.9,0,3,Debit_Card,Evening,0,No,0.0341,3,Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04159,23,Male,Silver,5,1079.21,5158.78,305,0.27,2,62.0,4,15.7,0,11.8,0,1,Cash,Night,1,Yes,0.9883,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04160,49,Female,Basic,1,647.91,587.49,64,0.05,2,58.9,0,20.2,3,5.0,1,2,UPI,Evening,0,Yes,0.5594,0,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products.,AI-generated business insights are currently unavailable.
CUST_04161,36,Female,Silver,12,1086.1,14020.75,5,0.92,3,55.1,5,55.5,4,14.7,3,6,Cash,Evening,0,Yes,0.8015,2,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Remind the customer about wishlist items and recently viewed products. Highlight popular products and limited-time deals. Increase repeat purchases through personalized product recommendations and bundle offers. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04162,20,Male,Basic,14,611.17,8711.84,167,1.28,7,54.9,6,19.2,9,12.9,0,3,UPI,Morning,0,Yes,0.5085,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Recommend complementary products based on browsing and purchase history. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
CUST_04163,53,Female,Basic,8,732.18,5312.72,279,0.5,4,54.1,5,16.5,6,7.8,0,1,UPI,Evening,1,Yes,0.9262,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04164,55,Female,Basic,3,959.11,3215.88,273,0.44,2,83.0,2,8.0,0,6.2,0,3,Cash,Afternoon,1,Yes,0.9857,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04165,36,Male,Basic,1,476.16,464.98,365,0.05,6,70.6,0,16.7,7,13.8,0,3,Debit_Card,Evening,1,Yes,0.9985,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04166,34,Male,Basic,3,754.84,2356.85,355,0.18,2,79.7,1,3.3,9,10.7,0,2,Credit Card,Afternoon,1,Yes,0.9926,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04167,53,Female,Basic,1,609.71,662.59,365,0.05,8,81.5,0,6.2,4,7.6,3,3,UPI,Afternoon,1,Yes,0.9995,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04168,63,Male,Basic,2,806.92,1430.74,178,0.21,1,60.6,0,31.1,8,8.0,2,1,Credit Card,Morning,1,Yes,0.8405,0,Launch an automated win-back campaign with a limited-time discount. Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Re-engage the customer with introductory offers and recommendations based on previously viewed products. Mark this customer as a high-priority retention case for upcoming marketing campaigns.,AI-generated business insights are currently unavailable.
CUST_04169,28,Male,Basic,3,353.01,959.01,75,0.56,0,65.8,2,4.6,9,16.5,2,2,Debit_Card,Morning,0,No,0.3865,3,Promote value-for-money products and introductory discounts. Launch a win-back campaign with personalized offers and product recommendations. Encourage higher engagement with seasonal promotions and personalized discounts.,AI-generated business insights are currently unavailable.
